0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
43,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
143,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
334,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
413,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
313,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
213,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
333,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
7,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
107,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
207,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
292,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
252,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
326,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
198,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
358,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
438,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
303,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
369,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
312,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
212,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
112,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
232,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
152,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
52,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
469,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
489,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
389,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
289,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
191,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
291,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
342,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
442,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
14,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
114,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
34,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
394,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
386,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
366,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
42,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
329,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
361,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
381,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
281,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
21,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
337,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
284,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
93,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
73,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
491,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
368,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
468,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
403,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
454,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
132,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
32,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
464,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
434,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
206,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
486,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
406,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
306,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
26,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
498,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
48,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
423,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
412,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
352,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
448,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
4,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
24,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
332,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
174,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
194,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
488,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
168,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
8,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
54,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
182,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
367,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
467,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
